Statement,Disease
"মাছের মুখের ভিতরে ঘা হইয়া গেছে, কিছুই গিলতে পারতেছে না। মুখের চারপাশটাও লাল হইয়া ভালোমতোন ফুইলা আছে।",Hemorrhagic Septicemia
এই রোগে মাছের পাখনাগুলা এমনভাবে খসে যে মাছটা আর কোনোদিনও তার আগের রূপে ফিরা আসে না।,Fin and Tail Rot
"এই মাছগুলা আর বাজারে বেচা যাবে না, লোকে এইগুলারে রাক্ষুসে মাছ মনে কইরা ডরায়।",Fin and Tail Rot
"এইবার বর্ষার পর থাইকাই মাছের পাখনায় পচন নামছে, পানিটাই ভালো না।",Fin and Tail Rot
"আমার তেলাপিয়া মাছগুলার শরীর কেমন জানি কুচকুচা কালা হইয়া গেছে, আর কিছুই খাইতে চায় না। খালি ঝিমাইতে ঝিমাইতে তলাইয়া যায়।",Streptococcosis
এই রোগের ঘা এত গভীর হয় যে মাছের শরীরের ভিতরকার নাড়িভুঁড়িও দেখা যায়।,Epizootic Ulcerative Syndrome
"মাছগুলার পেটটা শক্ত হইয়া ফুলছে, আর আঁশগুলা সব খাড়া হইয়া আছে। দেইখা মনে হয় মাছের গায়ে কাঁটা দিছে।",Streptococcosis
"মাছের শরীরে ঘা হইলে ঐটার আর কোনো দামই থাকে না, মানুষ ঐটারে দেখলে ভয় পায়।",Epizootic Ulcerative Syndrome
মাছের গায়ে যেন কেউ সাদা রঙের মখমলের টুকরা লাগাই দিছে। এই মখমলেই মাছের মরণ।,Saprolegniasis
"কানশার পচনটা মাথা পর্যন্ত চইলে আসছে, মাছটার চোখও ঘোলা হইয়ে গেছে।",Gill Rot
"গা'টা আর তেলতেলা নাই, খড়খড়া হইয়া গেছে। এই অসুখে মাছগুলা কাহিল হইয়া পড়ছে।",White Spot Disease
"যে পুকুর দেইখা আগে চোখ জুড়াইতো, সেই পুকুরের দিকে অহন আর তাকানো যায় না, খালি মরা মাছের পচা ঘা।",Epizootic Ulcerative Syndrome
"মাছগুলা কেমন জানি ভয় পাইয়া থাকে, সবসময় লুকানোর চেষ্টা করে। আবার হঠাৎ কইরা বাইর হইয়া ঘুরতে শুরু করে।",Streptococcosis
"এই ক্ষত রোগটা এতই খারাপ যে মাছের পোনাও রেহাই পায় না, ঐগুলার গায়েও দেখি লাল দাগ।",Epizootic Ulcerative Syndrome
পুকুরের সব পেট ফোলা মাছ এক ধারে আইসা মইরা রইছে।,Dropsy
"আমার জীবনে এমন রোগ দেখি নাই। মাছের চেহারাও নষ্ট কইরা দেয়, আবার শ্বাসও নিতে দেয় না।",Myxoboliasis
"আমার সব বড় মাছগুলার এই দশা, কি যে করমু ভাইবা পাই না।",Gill Rot
এই কানশার রোগটা আমার ঘেরের সব মাছের জাত এক এক কইরে শেষ কইরে দিতেছে।,Gill Rot
"কানশার পচনটা মনে হয় মাছের মগজ পর্যন্ত চইলে গেছে, মাছটা এখন আর কিছুই চিনে না।",Gill Rot
এই রোগটা এত খারাপ যে মাছের পাখনা পইচা ঐখানে পোকা লাইগা যায়।,Fin and Tail Rot
