comments,labels
এই খুশিতে একটা অফার তো দেন,Internet Package Issue
এই খুশিতে ২০ জিবি নেট ফ্রী দেও,Network Issue
তামিমের ফেরাতে রবি তে ২৮ জিবি ফ্রি দেওয়া হক,Internet Package Issue
এত স্লো নেটওয়ার্ক!! গত ১০-১৫ দিন ধরে থ্রি জি ও ধরে না।,Network Issue
"নেটওয়ার্ক ভোগান্তির কারণে সিম ইউজ করতে পারছি না,",Network Issue
পূর্বের প্যাকেজের এমবি এবং মেয়াদও আছে,Promotional
মেয়াদ শেষ হওয়ার আগে নতুন প্যাকেজ কিনেছি এখন আগের প্যাকেজের এমবি না কেটে নতুন প্যাকেজের এমবি কেন কাটে??,Promotional
"আমি কোন ভাবেই কাস্টমার কেয়ার প্রতিনিধির কথা বলতে পারছিনা। +8801678600786,121,21212 কোন নাম্বার এই পারছিনা৷ হেল্প প্লিজ",Internet Package Issue
"কল সেন্টার এর সকল সেবা “মাই এয়ারটেল অ্যাপ” থেকেই নিতে পারবেন সম্পূর্ণ ফ্রি তে, কোনো টাকা চার্জ হবে না। এর পরেও যদি এজেন্ট এর সাথে কথা বলতে চান, সেক্ষেত্রে ১২১ নম্বরে কল করে পরবর্তী নির্দেশনা অনুসরণ করুন। এজেন্ট এর সাথে কথা বলতে … See more",Call Center Issue
"নেটওয়ার্ক পাওয়া যায় না, ব্যবহার করে কি করবো,",Network Issue
কত টাকা রিচার্জ করলে বা কত টাকা বা এই প্যাক এর দাম কত দিয়ে এই প্যাক টা আবার কিনতে পারবো,Promotional
"রিচাজ অফার কি আছে,,",Internet Package Issue
নতুন সীম এর অফার গুলো কি,Internet Package Issue
my airtrl থেকে পাঁচ জিবি কিন লাম চলে না,Internet Package Issue
এই সিমে মিনিট চেক করে কিভাবে,Promotional
মাই এয়ারটেল অ্যাপ থেকে এখন খুব সহজেই আপনার অবশিষ্ট মিনিট ব্যালেন্স চেক এবং আকর্ষণীয় বান্ডেল চালু করতে পারবেন।… See more,Promotional
আসসালামু আলাইকুম আমার সিমে কোন এসএমএস আসে না কেন কারণটা কি একটু বলবেন আমার নম্বর 01614038333,Promotional
"২০১৯ সালে আমার সিম হারাইছে, সেটা এখন কেমনে উঠাবো",Promotional
